title	link	date	author	text	comment_rbloggers
inline 0.3.4 released	https://www.r-bloggers.com/2009/12/inline-0-3-4-released/	December 28, 2009	Thinking inside the box	"
A new release of 
Rcpp
will probably follow in due course as we can now depend on this new 
inline
version; Romain has also put nice new code in around exceptions and we may
add some more on external pointers. Good times …

 "	 0 Comments
Introduction to the Grammar of Graphics with ggplot2 in R	https://www.r-bloggers.com/2009/12/introduction-to-the-grammar-of-graphics-with-ggplot2-in-r/	December 28, 2009	VCASMO - drewconway		 0 Comments
Example 7.19: find the closest pair of observations	https://www.r-bloggers.com/2009/12/example-7-19-find-the-closest-pair-of-observations/	December 28, 2009	Ken Kleinman		 0 Comments
Estimated Net Worth of SoilWeb- Our Online Soil Survey	https://www.r-bloggers.com/2009/12/estimated-net-worth-of-soilweb-our-online-soil-survey/	December 28, 2009	dylan	"According to the excellent source code evaluation tool, SLOCCount, our online soil survey (SoilWeb) code is worth about $268,543 and would require about 2 years of development time to re-create from scratch with a single developer working full-time. This is a fairly close estimate, as I have been working (part-time) on this code-base for 3 years now with most of the time spent in the first 2 years. For comparison, the current development version of GRASS 6 is based on about 230 person-years of development time and is worth about 31 million dollars. Neat!  
SLOCCount Output read more "	 0 Comments
Capture system commands as R objects with system(…, intern=T)	https://www.r-bloggers.com/2009/12/capture-system-commands-as-r-objects-with-system-internt/	December 28, 2009	Stephen Turner		 0 Comments
Video: Visualizing data in R using ggplot2	https://www.r-bloggers.com/2009/12/video-visualizing-data-in-r-using-ggplot2/	December 28, 2009	David Smith	At the most recent New York R User Group meetup, the topic was creating graphics in R with the ggplot2 package. Drew Conway’s talk, “Making pretty pictures with ggplot2” gave several practical examples of visualizing data with ggplot2 and is well worth checking out: You can follow along with Drew’s slides, which are downloadable from his blog. (Update: you can now also watch the video and slides in sync — thanks, Drew!.) You’ll also find there video and slides of another talk, “Introduction to the Grammar of Graphics with ggplot2 in R” from Harlan Harris. Zero Intelligence Agents: Visualizing Data with R and ggplot2 (Video) 	 0 Comments
Visualizing Data in R with ggplot2	https://www.r-bloggers.com/2009/12/visualizing-data-in-r-with-ggplot2/	December 28, 2009	VCASMO - drewconway		 0 Comments
SQL group by in R	https://www.r-bloggers.com/2009/12/sql-group-by-in-r/	December 27, 2009	Chris	The R statistical computing environment is awesome, but weird. How to do database operations in R is a common source of questions. The other day I was looking for an equivalent to SQL group by for R data frames. You need this to compute summary statistics on subsets of a data set divided up by some categorical variable. It turns out there are several ways to get the same effect, some more limited than others. The best answer seems to be plyr. It automates the The split-apply-combine strategy for data analysis you’d use otherwise. The ddply splits a data frame into subset data frames, performs some function on the subsets, and returns the results as a recombined data frame. Here’s a few links: A Fast Intro to Plyr for R, Block-processing a data frame with plyr and  Split, apply, and combine in R using PLYR. This paper is worth reading. It introduces the library and also gives you a nice framework (split-apply-combine) for thinking about a whole class of data-munging problems. A coworker (thanks, Gustavo) pointed out that this is a lot like Google’s MapReduce. Some commands that get you part of the way there are: split, by, tapply (nicely explained here), aggregate. The R wiki has an entry on Performing calculations within sub-sets of a data-frame that uses the reshape library. You could always use sqldf or RSQLite. Several options are discussed here. You can cobble up a fully general process using split, some form of sapply, and unsplit. But, that’s what plyr does automatically. Side notes: While fooling around with this, I noticed that, for some crazy reason, split.data.frame splits matrices into nice subunits, but split has the ugly side-effect of reducing matrices to vectors. Also, Google has a style guide for R. More R mini-tutorials: 	 0 Comments
Merry Christmas using R	https://www.r-bloggers.com/2009/12/merry-christmas-using-r-2/	December 25, 2009	David Smith	Yihui creates an Christmas greeting using R:  See the R code to create an animated message in Flash here: 	 0 Comments
Because it’s Christmas: Microbe Mario	https://www.r-bloggers.com/2009/12/because-its-christmas-microbe-mario/	December 25, 2009	David Smith	He’s no Father Christmas, but he is dressed in festive red and green, and he’s made of bacteria. This image, Mario, was submitted to the 2009 international Genetically Engineered Machine (iGEM) competition by Team Osaka from the nanobiology laboratories at the University of Osaka, Japan. They genetically engineered bacteria to express fluorescent proteins and carotenoid pigments to create works of art.    See more works of microbial art at this New Scientist gallery. Have a great Christmas, everyone. We’ll be back next week. New Scientist: Masterworks in Petri dishes  	 0 Comments
Another Visualization of Unemployment	https://www.r-bloggers.com/2009/12/another-visualization-of-unemployment/	December 24, 2009	Diego		 0 Comments
Error : .onLoad failed in ‘loadNamespace’ for ‘RWeka’	https://www.r-bloggers.com/2009/12/error-onload-failed-in-%e2%80%98loadnamespace%e2%80%99-for-%e2%80%98rweka%e2%80%99/	December 24, 2009	heuristicandrew	"After installing Weka/RWeka in R, you may get this error if you try to load RWeka in the same session: require(RWeka)

Cannot create Java virtual machine (-4)

Error : .onLoad failed in 'loadNamespace' for 'RWeka'

 Solution: Just close R and re-open it. Cause: Apparently the installation requires some initialization. Tested on R 2.10.1 on Windows XP. "	 0 Comments
A web-based graphics application based on R	https://www.r-bloggers.com/2009/12/a-web-based-graphics-application-based-on-r/	December 24, 2009	David Smith	FlowingData recently took a look at Jeroen Ooms’ latest web-based statistical tool based on R. We’ve looked at his tools for random-effects models and finance visualizations before, but this one is a more general tool for creating graphs from data sets using the ggplot2 package. It’s pretty slick. All you need to do is upload a data set (in comma-separated .csv or tab-delimited .txt format) and then you can use the grammar of graphics philosophy underlying ggplot2 to layer various graph types using your data, and also to facet it (like panels in Trellis or lattice) by categorical variables. Here’s an example I created in just a few minutes using the cereals dataset from the Data and Story Library:  If you want to try it out yourself, a trick is that most of the interaction is through right-clicking on the middle pane where the graphics appear: use the menus to set up your X and Y variables, and then choose the type of graphic with the “New Geom Layer (2D)” menu. There are many other features, which you can see in action in the video below. But the best feature of all, which I would have missed except for the video, is that it shows you the code to create the graph in R using ggplot2. There’s a tiny tiny arrow at the very bottom of the application: click it to show the code pane. The code it displays is exactly the code you would write as an R programmer to create the chart. This makes Jereon’s application a really useful tool for learning the capabilities and syntax of ggplot2.     Jeroen Oons: ggplot2 (via FlowingData)   	 0 Comments
Beancounter minor bug fix release 0.8.9	https://www.r-bloggers.com/2009/12/beancounter-minor-bug-fix-release-0-8-9/	December 23, 2009	Thinking inside the box		 0 Comments
Compare performance of machine learning classifiers in R	https://www.r-bloggers.com/2009/12/compare-performance-of-machine-learning-classifiers-in-r/	December 23, 2009	heuristicandrew		 0 Comments
R in India: The Hindu	https://www.r-bloggers.com/2009/12/r-in-india-the-hindu/	December 23, 2009	David Smith	The Hindu, a leading English-language newspaper in India, published an article on December 21 about doing research with open-source tools and R got a prominent mention:   Though commercial statistical packages are popular among researchers, their licensing costs drive people away from them. In this context, R https://www.r-project.org, the open source/free statistical package, which is fast becoming the darling of researchers/analysts, assumes significance. The great advantage of R is that it can be downloaded and installed on your machine without any licensing worries. Yet another advantage of R is that one can run it on multiple platforms such as Linux, Mac and Windows. Naturally, this adds to the autonomy of a researcher. Unlike in the past, students of this generation prefer different operating systems to be run on their laptops. In a classroom setting of this kind, teaching statistics with commercial packages becomes quite unwieldy — all cannot afford to purchase software for different platforms. In this regard, commercial packages pale in comparison with R, which has no such restrictions. Besides being free, the advantage of this statistical software is its “extensibility” feature. R allows its users to enhance its functionality by creating new functions (this is similar to the extensions we find in Firefox). Other open-source tools mentioned in the article include Firefox, AbiWord, Open Office, and the Zotero Firefox extension and Jabref (bibliography managers). The Hindu: Doing research with open source tools  	 0 Comments
malapportionment in the U.S. Senate	https://www.r-bloggers.com/2009/12/malapportionment-in-the-u-s-senate/	December 23, 2009	jackman	The 40 Republican senators currently in the U.S. senate represent 36% of the U.S population.  See the graph below (click on the thumbnail for PDF).  This is something I’ve been meaning to compute for a while now, mapping the cumulative distribution of senators’ ideal points onto the cumulative distribution of state population (each state counts twice, once for each senator, and of course we exclude DC and PR from the calculation of the total population). With the relatively high degree of partisan polarization in roll call voting we place all 40 Republicans to the right of the Democratic senators.  And — as recent roll calls on the health care issue have made clear — in the current 111th Senate the Democrats plus Sanders and Lieberman constitute 60 votes, with the most conservative Democrat (Nelson, NE) the “veto pivot”.   Between them, the 60 Dems represent 64% of the population.   My prior expectation was for more “small state” bias pushing that 64% higher, but (a) Dems represent some small states (e.g., VT, ND, DE, MT, RI, HI have 2 Dem senators); (b) Republicans have the 2 TX and GA senators, and the OH/FL/NC Senate delegations are split. The “bias” is a little more pronounced at the chamber median threshold: i.e., the 50 “most liberal” (Democratic) senators represent 57% of the population.   	 0 Comments
The Life Scientists at FriendFeed: 2009 summary	https://www.r-bloggers.com/2009/12/the-life-scientists-at-friendfeed-2009-summary/	December 23, 2009	nsaunders	" The Life Scientists 2009 (Note: this post is a work in progress)

The contributors
First of all, take a look at yourselves.  There are, allegedly, 1250 subscribers to the group, but I can only retrieve profiles for 1053 of them. 248 of you are rather shy, opting for the default avatar and one or two of you look rather like porn stars.  If nothing else, this illustrates the difficulty of compiling reliable user statistics. Here’s how this image was assembled. User pictures were fetched using this script: ImageMagick was used to make the montage: Fetching the data
In a recent post, I presented Ruby code to fetch FriendFeed entries using the API.  To recap: entries cannot be fetched by date, so we have to employ a loop and the “?start=N” URL parameter to go back in time.  Naming the script tls2csv.rb, I went back to late 2008 like so: That generates a CSV file with 5 fields:  entry id, date, time, likes count and comments count.  If you wish, you can get it from Dropbox. Analysis using R
OK – let’s get to work.  First, load the data into R: Posts, likes and comments per day
We’ve retrieved 2363 unique posts.  First question: how much activity is there on any given day?  We’d like to sum the posts, likes and comments for each day, then visualise the activity.  Here’s one way to do that, again using the calendar heat map.  We use table() to sum posts by date and the plyr function ddply() to create a data frame for both likes and comments, summed by date:  Life Scientists 2009: daily posts, likes and comments How many posts, likes and comments can we expect per day, or likes/comments per post? Quite a range.  A median of 6 posts, 20 likes and 18 comments per day.  Or, 2 likes and 1 comment per post.
To me, this indicates a reasonable level of activity in the room:  there is new material and discussion most days and a post stands a good chance of receiving a like or a comment.  Another interesting observation is that although the “barrier to like” is lower than the “barrier to comment”, posts tend to be highly-commented rather than highly-liked.  Does this suggest that if a topic is interesting, important or controversial, it provokes comment and comments provoke more comments, whereas likes don’t generate more likes? Looking at those numbers is a little dull, though.  Let’s do a simple qplot from ggplot2 to look at how many likes and comments each post receives and if they are related:  Life Scientists 2009: likes/comments distributions and correlations Posts that generated the most discussion
This is probably what you came for.  Here are the top 10 posts, sorted first by likes and then by comments.  First, here’s the R code to sort a data frame by one of its factors (comments, then likes): Since we have the entry ID, we can retrieve the entries as JSON, e.g. using curl: Without further ado, the most popular posts and their contributor. Life Scientists: most commented entries Life Scientists: most liked entries As to why they were the most discussed entries – you’ll just have to go and read them.  The discussions don’t always revolve around the initial subject of the post 🙂 "	 0 Comments
RInside release 0.2.0	https://www.r-bloggers.com/2009/12/rinside-release-0-2-0/	December 22, 2009	Thinking inside the box	"

The biggest news is that we now support builds on Windows — if and only
if you use the R toolchain — more on that below. Since I had first released
RInside people
had emailed about support on Windows. However, Richard Holbrey deserves
special mention as he actually sat down and tried to build it. Over a few
email exchanges we made decent progress, but stalled.  More recently, I
sat down and had another go and lo and behold, it works.  This required a few
#ifdef statements here and there, as well as a function
setenv() which Windows does not have — Richard kindly helped
here and borrowed most of the code from R itself.

 
Now, to make this plain:  you need gcc (as this is how R
itself is built). This gcc compiler is the native compiler on Linux and OS X.
But on Windows this requires installing the
Rtools compiled by Duncan Murdoch
as detailed in the
The Windows Toolset
appendix to the R Installation manual.  Do not, I repeat, do not report an
error if you fail to build this with another compiler as this is not supported.

 
That said, if you have the proper tools, things are peachy. Install the
package, change into the examples directory installed with it
and say make (or on Windows: make -f Makefile.win).
That’s it — now run the examples (which on Windows will most likely require
setting the environment variable R_HOME).  Now you can run
simple examples like the one from the
previous
blog post or any of the other ones.

 
Happy embedding!



 "	 0 Comments
Multilevel and Longitudinal Modeling in Stata	https://www.r-bloggers.com/2009/12/multilevel-and-longitudinal-modeling-in-stata/	December 22, 2009	Ethan Fosse		 0 Comments
Visualizing Unemployment in Mexico	https://www.r-bloggers.com/2009/12/visualizing-unemployment-in-mexico/	December 22, 2009	Diego		 0 Comments
CPP package: exposing C++ objects	https://www.r-bloggers.com/2009/12/cpp-package-exposing-c-objects/	December 22, 2009	romain francois	"I’ve just started working on the new package CPP, as usual the project is maintained in r-forge. The package aims at exposing C++ classes at the R level, starting from classes from the c++ standard template library. key to the package is the CPP function (much inspired from the J function of rJava). The CPP function builds an S4 object of class “C++Class”. The “C++Class” currently is a placeholder wrapping the C++ class name, and defines the new method (again this trick or making new S4 generic comes from rJava). For example to create an R object that wraps up a std::vector, one would go like this:  This is no magic and don’t expect to be able to send anything to CPP (C++ does not have reflection capabilities), currently only these classes are defined : std::vector, vector, vector and set Because C++ does not offer reflection capabilities, we have to do something else to be able to invoke methods on the wrapped objects. Currently the approach that the package follows is a naming convention. The $ method create the name of the C routine it wants to call based on the C++ class the object is wrapping, the name of the method, and the types of the input parameters. So for example calling the size method for a vector&lt:int> object yields this routine name: “vector_int____size”, calling the push_back method of the vector<double>
class, passing an integer vector as the first parameter yields this signature : “vector_double____push_back___integer” …. (the CPP:::getRoutineSignature implements the convention) Here is a full example using the set<int> class. Sets are a good example of a data structure that is not available in R. Basically it keeps its objects sorted Currently the package is my excuse to learn about the standard template library, and it is quite possible that the functionality will be merged into the Rcpp it currently depends on. Because of this volatility, I’ll use the Rcpp-devel mailing list instead of creating a new one. "	 0 Comments
Forecasting the weather with R	https://www.r-bloggers.com/2009/12/forecasting-the-weather-with-r/	December 22, 2009	David Smith	The US National Centers for Environment Prediction (NCEP) produces weather forecasts for the entire world from a model that’s updated every 6 hours. The data is made freely available, and with a couple of free tools to convert the data and R you can easily produce am unpdated global weather forecast like this (click to enlarge):  (Check out the heat-wave in Australia!) Physicist and climate scientist Joe Wheatley provides all the details, including R code. All you need is R, the ncdf package to process the data file, and a free command-line tool to convert the file from the format provided by NCEP. Biospherica: NCEP Global Forecast System 	 0 Comments
Singapore, February 19-20: Computational Topics in Finance	https://www.r-bloggers.com/2009/12/singapore-february-19-20-computational-topics-in-finance/	December 21, 2009	David Smith	With all of the winter snows in the US this weekend, a trip to equatorial climes sounds pretty good right about now. That makes this email announcement from Rmetrics leader Diethelm Wuertz all the more tempting: Conference on ‘Computational Topics in Finance’February 19/20, 2010, National University of Singapore Dear R/Rmetrics Community, We would like to announce the first ‘Computational Topics in Finance‘ conference, taking place on February 19/20, 2010, at the National University of Singapore. The conference will bring together developers, practitioners, and users from academia, finance and insurance, providing a platform for common discussions and exchange of ideas. The topics will include using R/Rmetrics in finance, but the conference is by no means confined to R. Preceding the conference, February 19/20, 2010, we will be giving a two-day ‘Basic R for Finance‘ course. You can find out more about both events on our website, http://www.rmetrics.org/. We would like to invite you to take part in the conference, and we are now accepting submissions; please send your one-page abstracts to [email protected] The submission deadline is February 10, 2010. We look forward to seeing you in Singapore. Wishing you merry Christmas and a happy new year, Diethelm WuertzJuri HinzMahendra MehtaDavid Scott There’s also a poster you can download and print with more information. Rmetrics.org: Singapore Conference 2010 – Computational Topics in Finance  	 0 Comments
Animation video of rgl in action	https://www.r-bloggers.com/2009/12/animation-video-of-rgl-in-action/	December 21, 2009	Tal Galili	"Duncan Murdoch just posted a youtube video presenting an animation clip of a 3d rgl object.  Duncan even went further and wrote an explanation on how he made the video: here are the steps I used:
1.  Design a shape to be displayed, and then play with the animation functions to make it change over time.  Use play3d to do it live in R, movie3d to write the individual frames of the movie to .png files.
2.  Use the ffmpeg package (not an R package, a separate project at http://ffmpeg.org) to convert the .png files to an .mp4 file.  The individual frames totalled about 1 GB; the compressed movie is about 45 MB.
3.  Upload to Youtube.  I’m not a musician, so I had to use one of their licensed background tracks, I couldn’t write my own.  I spent a lot of time picking one and then adjusting the timing of the video to compensate.  Each render/upload cycle at full resolution took about an hour and a half.  It’s a lot faster to render in a smaller window with fewer frames per second, but it’s still tedious.   It’s easier to synchronize if you actually have a copy of the music locally, but Youtube doesn’t let you download their music.  So the timing isn’t perfect, but it’s good enough for me! Wonderful work Duncan, thanks for sharing! "	 0 Comments
MCMCglmm	https://www.r-bloggers.com/2009/12/mcmcglmm/	December 21, 2009	Shige		 0 Comments
Sweave in TeXShop	https://www.r-bloggers.com/2009/12/sweave-in-texshop/	December 21, 2009	Stewart MacArthur		 0 Comments
Rcpp and inline example	https://www.r-bloggers.com/2009/12/rcpp-and-inline-example/	December 20, 2009	Thinking inside the box	"
The following R code defines a character
variable gslrng. This variable contains a short C++ code
segment, which is then transformed by the function cfunction
into a function of two arguments assigned to funx:

 
The signature argument to cfunction defines two
variables s and n — which the C++ function then
reads in from R and converts to two integers seed and
len.
seed is used to initialize the random-number generator, and
len draws are then taken and stored in the STL vector
v which returned at the end.

 
As the R level, we now have a function of two arguments returning a vector of
RNG draws of the given lenth and using the given seed.

 
Also note how we tell cfunction to add the GSL include line,
specify that we want to compile and link against Rcpp and provide
-I and -L arguments to compile and link with the
GSL. (The include statement is not needed as the compiler would have found them
in /usr/include anyway, but it shows how to set this if needed.)
 
Finally, we simply call our freshly compiled, linked and loaded C++
function with arguments zero for the seed and five for the length, and print
the results vector returned to R from C++.

 "	 0 Comments
got R? get social science for R!	https://www.r-bloggers.com/2009/12/got-r-get-social-science-for-r/	December 19, 2009	Tal Yarkoni	Drew Conway has a great list of 10 must-have R packages for social scientists. If you’re a social scientist (or really, any kind of scientist) who doesn’t use R, now is a great time to dive in and learn; there are tons of tutorials and guides out there (my favorite is Quick-R, which is incredibly useful incredibly often), and packages are available for just about any application you can think of. Best of all, R is completely free, and is available for just about every platform. Admittedly, there’s a fairly steep learning curve if you’re used to GUI-based packages like SPSS (R’s syntax can be pretty idiosyncratic), but it’s totally worth the time investment, and once you’re comfortable with R you’ll never look back. Anyway, Drew’s list contains a number of packages I’ve found invaluable in my work, as well as several packages I haven’t used before and am pretty eager to try. I don’t have much to add to his excellent summaries, but I’ll gladly second the inclusion of ggplot2 (the easiest way in the world to make beautiful graphs?) and plyr and sqldf (great for sanitizing, organizing, and manipulating large data sets, which are often a source of frustration in R). Most of the other packages I haven’t had any reason to use personally, though a few seem really cool, and worth finding an excuse to play around with (e.g., Statnet and igraph). Since Drew’s list focuses on packages useful to social scientists in general, I thought I’d mention a couple of others that I’ve found particularly useful for psychological applications. The most obvious one is William Revelle‘s awesome psych package, which contains tons of useful functions for descriptive statistics, data reduction, simulation, and psychometrics. It’s saved me me tons of time validating and scoring personality measures, though it probably isn’t quite as useful if you don’t deal with individual difference measures regularly. Other packages I’ve found useful are sem for structural equation modeling (which interfaces nicely with GraphViz to easily produce clean-looking path diagrams), genalg for genetic algorithms, MASS (mostly for sampling from multivariate distributions), reshape (similar functionality to plyr), and car, which contains a bunch of useful regression-related functions (e.g., for my dissertation, I needed to run SPSS-like repeated measures ANOVAs in R, which turns out to be a more difficult proposition than you’d imagine, but was handled by the Anova function in car). I’m sure there are others I’m forgetting, but those are the ones that I’ve relied on most heavily in recent work. No doubt there are tons of other packages out there that are handly for common psychology applications, so if there are any you use regularly, I’d love to hear about them in the comments! 	 0 Comments
Rcpp 0.7.0	https://www.r-bloggers.com/2009/12/rcpp-0-7-0/	December 19, 2009	Thinking inside the box	"
This release has a couple new features :

 "	 0 Comments
Because it’s Friday: The decline of empires	https://www.r-bloggers.com/2009/12/because-its-friday-the-decline-of-empires/	December 18, 2009	David Smith	Here’s a neat visualization of the decline of the British, Spanish, Portugese and French empires from 1800 to present day. It’s definitely more art than stats — judging by the relative size of India and Australia I think the circles are scaled to area, not population — but it definitely does capture the drama and the ebb and flow of colonial history. One particularly smart aesthetic choice was to let the independent colonies fade out of the visualization and to focus on the dwindling empires themselves. Fast-forward to around 1915 to see what I mean.    via Andrew Sullivan: The decline of empires  	 0 Comments
Using Complex Numbers in R	https://www.r-bloggers.com/2009/12/using-complex-numbers-in-r/	December 18, 2009	John Myles White	"This post is a continuation of my series dealing with matrix operations for image processing. My next goal is to demonstrate the construction of simple low-pass and high-pass spatial frequency filters in R. It’s easy enough to construct simple versions of these filters in R using the Fast Fourier Transform (also known as the FFT), but, because the FFT is a slightly complicated tool, I’m going to build up to using it progressively over a few posts. For starters, I want to review the use of complex numbers in R. As always, if you’re interested in reviewing the mathematics of complex numbers, I’d start by browsing references online. The tutorial here seemed good to me at first glance, though I can’t claim to have read it through. Because complex numbers are implemented in the “base” package, it’s very easy to start working with them. To construct the complex number x + iy, you use complex: It’s conventional in mathematics to use z to refer to a complex number, so I’ll continue on with that tradition. As always occurs with mathematical data types in R, you can convert other objects to class “complex” using as.complex: And you can test that an object is complex using is.complex: Beyond those standard operations, there are five essential mathematical operations you’d want to use on complex numbers. First off, you want to be able to extract the real and imaginary components of a complex number. You can do this using Re and Im respectively: The (x, y) representation of numbers is easier to understand at first, but a polar coordinates representation is often more practical. You can get the relevant components of this representation by finding the modulus and complex argument of a complex number. In R, you would use Mod and Arg: This corresponds to the intuition that i should be at a distance 1 from the origin and an angle of pi / 2. Finally, you’ll want to be able to take the complex conjugate of a complex number; to do that in R, you can use Conj: As you can see, the modulus of z equals z times the conjugate of z, which is exactly what you expect. Now, historically, complex numbers were invented so that you could find the square root of negative numbers. By default, sqrt does not return a complex number when you ask for the square root of a negative number. Instead, it produces a NaN error, as you can see below: To get the complex square root, you need to cast your negative number as a complex number using as.complex before applying sqrt: In practice, complex numbers can be used to solve a huge range of problems, not least of which is the efficient representation of the FFT of an input vector. For fun, I thought I’d show a simple application: building a fractal using the Mandelbrot set. To quote Wikipedia, 
Mathematically the Mandelbrot set can be defined as the set of complex values of c for which the orbit of 0 under iteration of the complex quadratic polynomial zn+1 = zn2 + c remains bounded. That is, a complex number, c, is in the Mandelbrot set if, when starting with z0 = 0 and applying the iteration repeatedly, the absolute value of zn never exceeds a certain number (that number depends on c) however large n gets.
 We can translate this definition into R pretty easily by making certain assumptions about the exactness we want in our results. For my purposes, I’ll say that a number is in the Mandelbrot set if, after 100 iterations of the Mandelbrot algorithm, it’s never once had a modulus greater than 1,000,000. As you’ll see from the image I produced, this assumption works out pretty well, though it takes some real number crunching to get results out of it for reasonable sized data sets. Once we have this algorithm, we can easily generate an image of the Mandelbrot set by producing a matrix of complex numbers and depicting their inclusion in the set using image: And here’s the resulting image: UPDATE: Thanks to Giuseppe for pointing out the rounding error in the original code, producing an image with lines in it. "	 0 Comments
The unmarried parenthood rate in Mexico	https://www.r-bloggers.com/2009/12/the-unmarried-parenthood-rate-in-mexico/	December 18, 2009	Diego		 0 Comments
Plot ROC curve and lift chart in R	https://www.r-bloggers.com/2009/12/plot-roc-curve-and-lift-chart-in-r/	December 18, 2009	heuristicandrew		 0 Comments
SAS and R included on R bloggers	https://www.r-bloggers.com/2009/12/sas-and-r-included-on-r-bloggers/	December 18, 2009	Ken Kleinman		 0 Comments
Visualizing Data with R and ggplot2 (video w/ slides)	https://www.r-bloggers.com/2009/12/visualizing-data-with-r-and-ggplot2-video-w-slides/	December 18, 2009	Drew Conway	On December 3, 2009 I presented a brief talk at the NYC R meetup on how to create data visualizations with R using the immensely powerful ggplot2 package.  The talk is very light on motivation but heavy on examples, so it may be more useful to those with some R and/or ggplot2 experience.  The speaker that preceded me, Harlan Harris, provided a much more robust introduction to ggplot2; his slides are available here (requires OpenOffice) and I highly recommend them to anyone interested in learning the grammar of graphics and ggplot2. UPDATE: Harlan’s talk is now available online as well, and is embedded below my talk after the jump–enjoy! UPDATE II: I have invested in VCASMO to be able sync the slides with the video.  I have updated the presentations below, and look forward to using this technology again for the January NYC R meetup. I would be great if we could get one of those nifty video and slide syncs for the meetup talks—but until then—tThe slides and video are available after the jump, and I highly recommend viewing them in full-screen mode to get the most out of the slides—enjoy!  Download slides from my talk  Download slides from Harlan’s talk 	 0 Comments
Joining data frames in R	https://www.r-bloggers.com/2009/12/joining-data-frames-in-r/	December 17, 2009	Chris	Want to join two R data frames on a common key? Here’s one way do a SQL database style join operation in R. We start with a data frame describing probes on a microarray. The key is the probe_id and the rest of the information describes the location on the genome targeted by that probe. We also have a bunch of measurements in a numeric vector. For each probe (well, a few probes missing due to bad data) we have a value. Let’s join up these tables, er data frame and vector. We’ll use the match function. Match returns a vector of positions of the (first) matches of its first argument in its second (or NA if there is no match). So, we’re matching our values into our probes. Merge is probably more similar to a database join. If we have two data frames, we can use merge. Let’s convert our vector tp to a data frame and merge, getting the same result (in a different sort order). There’s a good discussion of merge on Stack Overflow, which includes right, left, inner and outer joins. Also the R wiki covers both match and merge. See also, the prior entry on select operations on R data frames. 	 0 Comments
Image Compression with the SVD in R	https://www.r-bloggers.com/2009/12/image-compression-with-the-svd-in-r/	December 17, 2009	John Myles White	Over the next few posts, I’m going to be reviewing the use of R to implement the most commonly used matrix techniques for image manipulation. The code will be surprisingly simple to understand, because the real magic behind these techniques lies in the mathematics that R provides an abstract interface to. To start, I’m going to review the singular value decomposition of a matrix, also known as the SVD. If you’d like to understand the magic behind the scenes here, you can read about the mathematical definition of the SVD on Wikipedia or you can watch Gilbert Strang’s lectures. If your command of linear algebra isn’t great, I suspect that the mathematical details of the SVD will be totally opaque to you. Fortunately, the details of the underlying mathematics aren’t at all necessary for appreciating the SVD’s usefulness for manipulating images: it is arguably the best way to compress matrices into smaller representations that contain the essential information from the original matrices. The easiest way to understand this is to see it in action, so I’m going to show how the SVD allows for any degree of compression of an image represented as a real-valued matrix. Obviously, the first thing we have to do is to represent our example image as a matrix with real-valued entries. To do this, we’ll need to use a simple technique for loading an image into R that I found on the Quantitative Ecology blog. The first thing to do is use ImageMagick to transform a TIFF file into a PPM file: Then we can use the “pixmap” package from CRAN to read the PPM image into R as an image object containing three matrices: one for the red components, one for the green components, and one for the blue components. The exact code I used was this: Before we go any further, we should look at the image we’ll be playing with. Rather than work with the composite of the three color matrices, I found it easier to work with only a single color. For this specific image, I found that the green matrix looked best, so I’ll use only that. At the risk of seeming self-indulgent, I’m using my own Gravatar icon as an example image because faces are particularly easy to recognize under the strange color scheme I’ll be using, which I chose because it really simplifies the visualization code. To visualize the matrix as an image, I discovered two very helpful graphical functions, image and heat.colors. image depicts the value of a matrix using a color scheme you specify; heat.colors produces a set of colors that could be used in a heat map with a granularity you specify as the first argument. Using these functions, we can see our raw input matrix: The images generated by image are at an unfortunate angle for viewing, so I edited them post hoc with a single 90º clockwise rotation in Preview to give this sort of image: If you want to play with the original PPM image file, you can get it here. Clearly, we’ve got a recognizable face here. Feeling good about that, we can start to play with the SVD of this matrix. The R function to generate the SVD of a matrix is simply svd: svd returns a list with three entries: d, u and v. d is a vector of the singular values ordered by decreasing size; u and v are matrices that are combined with a diagonal matrix form of d to give the original input matrix. To simplify things, I’ll set up variables to contain the value of these elements of the SVD output list: We can check that the SVD works by multiplying the relevant matrices: If this is the SVD by itself, it’s not clear that it’s useful computationally: we’ve just rewritten one matrix as the product of three matrices and accumulated a small bit of error along the way. The real utility of the SVD lies in the singular values: they represent, in decreasing order, the most important information about the original matrix. To see this, you can shrink the input matrices and produce a compressed form of the matrix. For instance, my original matrix is a 212 by 201 image. Using the SVD, we can represent it as the product of a 212 by 2 matrix, a 2 by 2 matrix, and a 2 by 201 matrix. This massively reduces the amount of information we’re storing, but you can already see the outline of our input image in the results: To get a feel for how this works, we can iterate over the number of singular values we include in our compressed form: This produces the following images: As you can see, the images get better quite quickly. Indeed, this last image looks great, despite the large reduction in the number of entries we’re keeping from the original matrix. I’d say that’s a pretty compelling case for the value of the SVD. It would be easy to combine the compressed matrices for red, green and blue to get a compressed version of our input image using its original color scheme. I’ll leave that as an exercise for anyone interested in playing with this technique on their own. Of course, the SVD has tons of other uses, but this simple hack for image compression struck me as pretty interesting, as well as being remarkably simple to implement in R. 	 0 Comments
